,categories_en
16839,"Sugary snacks,Biscuits and cakes,Biscuits,Crêpes and galettes,Crêpes"
16840,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Desserts,Fruits based foods,Compotes,Apple compotes,fr:Compotes-pommes-caramel"
16841,"Frozen foods,fr:Coquilles Saint-Jacques surgelées,fr:Entrées et snacks surgelés"
16842,"Asian-foods,Malaysian-foods"
16843,"Frozen foods,Meals,Pizzas pies and quiches,Frozen pizzas and pies,Frozen ready-made meals,Pizzas,Frozen pizzas,Pizza with ham and cheese"
16844,"Meals,fr:Soupes-en-carton"
16845,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,fr:Cereales-au-chocolat,fr:Cereales-a-la-vanille"
16846,"Plant-based foods and beverages,Beverages,Plant-based foods,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,fr:Jus-de-pomme-et-de-mangue,fr:Vegetables-and-their-products,Non-Alcoholic beverages"
16847,"Beverages,Alcoholic beverages,Wines,French wines,Burgundy wines,Red wines,Rosé wines,fr:Bourgogne Clairet,fr:Bourgogne Clairet Hautes Côtes de Beaune"
16848,"Fresh foods,Dairies,Desserts,Dairy desserts,Dairy Mousses,Sweet mousses,fr:Liegeois"
16849,"Meals,Pizzas pies and quiches,Pizzas,Ham pizzas,Oval pizzas,Pizza with ham and cheese"
16850,"Spreads,Dairies,Fats,Spreadable fats,Animal fats,Milkfat,Butters,Sweet cream butters,Pasteurized butters,fr:Beurres-d-isigny"
16851,"Sugary snacks,Biscuits and cakes,Desserts,Cakes,fr:Desserts-patissiers"
16852,"Sugary snacks,Biscuits and cakes,Biscuits,Cookies,fr:Kekse,fr:Susswaren"
16853,fr:Quartiers-de-pamplemousse-rouge-prepare-dans-de-l-eau-legerement-sucree
16854,"Sugary snacks,Biscuits and cakes,Biscuits,Waffles,Chocolate biscuits,Wafers,White chocolate biscuits"
16855,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Spreads,Salted spreads,Plant-based spreads,Fats,Spreadable fats,Vegetable fats,Light margarines,Margarines,fr:Matiere-grasse-a-tartiner-et-a-cuire-allegee"
16856,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Salty snacks,Nuts and their products,Nuts,Peanuts,Cashew nuts,fr:Fruits à coque salés,fr:Noix de cajou salées,fr:Alimentos-de-origen-vegetal,fr:Alimentos-y-bebidas-de-origen-vegetal,fr:Anacardos,fr:Frutas-y-verduras-y-sus-productos,fr:Frutos-de-cascara,fr:Frutos-de-cascara-y-derivados,fr:Leguminosas,fr:Leguminosas-y-derivados,fr:Semillas,fr:Snacks-salados,fr:Verduras-y-hortalizas-y-sus-productos"
16857,"Plant-based foods and beverages,Beverages,Plant-based foods,Plant-based beverages,Carbonated drinks,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Non-Alcoholic beverages"
16858,"Fresh foods,Meats,Prepared meats,Sausages,fr:Saucisses-blanches"
16859,"Dairies,Desserts,Dairy desserts,Dessert creams,fr:Crèmes dessert caramel,fr:Cremes-caramel"
16860,"Beverages,Hot beverages,Coffees,Non-sugared beverages,fr:Expressos"
16861,"Plant-based foods and beverages,Beverages,Dairies,Plant-based beverages,Milks,Non-sugared beverages,Sugared beverages"
16862,"Plant-based foods and beverages,Plant-based foods,Groceries,Condiments,Spices,de:Wacholder"
16863,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Mixed cereal flakes,Mueslis,Mueslis with fruits"
16864,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Vegetables based foods,Canned plant-based foods,Canned vegetables,Canned peppers,es:Pimientos-asados"
16865,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Nuts and their products,Nuts,Peanuts,Roasted nuts,Roasted peanuts,Shelled peanuts,Roasted shelled peanuts"
16866,Sunstream-tomatoes
16867,"Cashews,Roasted-cashews"
16868,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Mixed cereal flakes,Mueslis,fr:Cereales-au-miel,fr:Cereales-a-la-vanille,fr:Mueslis-croustillants"
16869,"Sweeteners,Food additives,Sugar substitutes,Natural sugar substitutes,Xylitol"
16870,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits,fr:Baies,fr:Baies-de-goji"
16871,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Groceries,Condiments,Vegetables based foods,Culinary plants,Onions and their products,es:Cebolla-frita"
16872,"Dairies,Cheeses,Cooked pressed cheeses,Cow Cheeses,French cheeses,Emmentaler,French emmentaler,fr:Emmentals de Savoie"
16873,"Beverages,Non-sugared beverages,xx:Kokosmilch"
16874,"Beverages,Alcoholic beverages,Wines,French wines,Red wines,fr:Gard"
16875,"Frozen foods,Salty snacks,Appetizers,Meals,Frozen ready-made meals,fr:Entrées et snacks surgelés"
16876,Prosciutto
16877,pt:Guarana-em-po
16878,"Meals,Refrigerated foods,Refrigerated meals,fr:Salades composées,Lentil salads"
16879,"Beverages,Alcoholic beverages,Wines,Fortified wines,Sweet wines,Fortified wines such as natural sweet wines,Wines from Portugal,fr:Porto"
16880,"Plant-based foods and beverages,Plant-based foods,Spreads,Dairies,Plant-based spreads,Fats,Spreadable fats,Animal fats,Milkfat,Butters,de:Streichfette,Light butter"
16881,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Groceries,Condiments,Fresh plant-based foods,Vegetables based foods,Culinary plants,Fresh vegetables,Onions and their products,Onions"
16882,"Fresh foods,Dairies,Desserts,Yogurts,Plain yogurts,Whole milk yogurts,fr:Yaourts au Bifidus"
16883,"Plant-based foods and beverages,Beverages,Alcoholic beverages,Liqueurs"
16884,"Salty snacks,fr:Cakes-aux-olives,fr:Cakes-sales"
16885,"Fresh foods,Dairies,Desserts,Yogurts,Fruit yogurts,Fruit yogurts with fruit chunks,Low-fat yogurts,Sweetened yogurts,fr:Yaourts sur lit de fruits,fr:Yaourts-sur-lit-de-myrtilles"
16886,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Meals,Pastas,Stuffed Pastas,Tortellini,de:Aliments-d-origine-vegetale,de:Aliments-et-boissons-a-base-de-vegetaux,de:Cereales-et-derives,de:Cereales-et-pommes-de-terre,de:Pates-alimentaires,de:Pates-farcies"
16887,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Meat analogues,Textured vegetable protein,es:Soja-texturizada-fina,es:Soja-y-derivados"
16888,"Sugary snacks,fr:Perles-de-vin"
16889,"Beverages,Alcoholic beverages,Beers,Beers from Germany,fr:Altbier"
16890,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Corn flakes"
16891,"Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Salt and vinegar crisps,fr:Chips-ondulees"
16892,"Sugary snacks,Confectioneries,Chocolate covered peanuts"
16893,fr:Choux-rouge-aux-pommes
16894,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Pear juices,Non-Alcoholic beverages"
16895,"Sugary snacks,Dairies,Desserts,Dairy desserts"
16896,xx:Barre-chocolatee
16897,"it:Aliments-d-origine-vegetale,it:Aliments-et-boissons-a-base-de-vegetaux,it:Aliments-a-base-de-plantes-frais,it:Aliments-a-base-de-plantes-seches,it:Champignons,it:Champignons-et-produits-derives,it:Champignons-seches,it:Frais,it:Produits-deshydrates"
16898,"Dairies,Cheeses,Italian cheeses,fr:Melanges-de-fromages"
16899,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Seeds,Cereal grains,Meals,Rices,fr:Sushi"
16900,"Frozen foods,fr:Salades-de-fruits"
16901,"Sugary snacks,Biscuits and cakes,Pastries,fr:Beignets"
16902,"fr:Feculent,fr:Pates"
16903,"Meats,fr:Autruche"
16904,"Seafood,Fishes,Salmons,Salmons from farming,fr:Pavés de saumon,fr:Poissons-d-elevage"
16905,"Meats,Prepared meats,fr:Saucissons,fr:Chorizos,fr:Chorizo-doux"
16906,"Sandwiches,Sandwiches filled with cold cuts,Ham sandwiches,fr:Sandwich-au-jambon-et-au-coleslaw"
16907,"Meats,Prepared meats,Sausages,ru:Cervelas,ru:Колбаса-полукопчёная,ru:Сервелат"
16908,"Fresh foods,Dairies,Desserts,Dairy desserts,Pannacottas,fr:Cuisine-italienne,fr:Desserts-italiens,fr:Pannacottas-au-caramel,fr:Pannacottas-au-caramel-beurre-sale"
16909,"Fresh foods,Meats,Meals,Poultries,Chickens,Breaded products,Cooked chicken,fr:Poulets panés,fr:Frites-de-poulet-panees"
16910,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Mixed cereal flakes,Mueslis,Mueslis with fruits,fr:Mueslis-au-noix"
16911,"Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Herbal teas,Teas,Non-sugared beverages,fr:Thes-darjeelings"
16912,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Frozen foods,Frozen plant-based foods,Frozen vegetables,Frozen peppers,Frozen mixed peppers"
16913,"Beverages,Dairies,Dairy drinks,Flavoured milks,Chocolate milks,Sugared beverages"
16914,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Spreads,Breakfasts,Fruits based foods,Plant-based spreads,Sweet spreads,Fruit preserves,Jams,Fruit jams,Peach jams,fr:Confitures-de-peches-de-vigne"
16915,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Multifruit juices,Non-sugared beverages,Non-Alcoholic beverages"
16916,"Dairies,Milks,Homogenized milks,Pasteurised milks,UHT milks,Whole milks"
16917,"Dairies,Cheeses,Cheeses from Switzerland,Gruyere-cheese"
16918,fr:Fonds-d-artichauts
16919,"Sugary snacks,Confectioneries,fr:Tamarin-confit"
16920,"Plant-based foods and beverages,Beverages,Plant-based beverages,Artificially sweetened beverages,Carbonated drinks,Fruit-based beverages,Sodas,Fruit sodas,Sugared beverages"
16921,"Meats,Prepared meats,fr:Saucissons,fr:Saucissons secs,fr:Saucissons secs pur porc,fr:Mini-saucissons-secs"
16922,"Dairies,Milks,es:Leches-deslactosadas"
16923,"Meals,Meals with meat,fr:Paëlla"
16924,"Beverages,Artificially sweetened beverages,Carbonated drinks,fr:Boisson-gazeuse-aromatise-ananas,fr:Schweppes-zero-ananas"
16925,"Fresh foods,Meals,Meals with meat,Beef dishes,Fresh meals"
16926,"Beverages,Alcoholic beverages,Wines,Red wines,Wines from Spain,Red-wines-from-spain"
16927,"Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Plant-based beverages,Milk substitute,Plant milks,Legume milks,Soy milks,Sugared beverages"
16928,"Sugary snacks,Chocolates,Easter chocolates"
16929,"Plant-based foods and beverages,Plant-based foods,Groceries,Condiments,Culinary plants,Aromatic plants,fr:Echalotte"
16930,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit nectars,fr:Nectars-tropicaux,Non-Alcoholic beverages"
16931,"Dairies,Cheeses,Cow Cheeses,French cheeses,Thermised milk cheeses"
16932,"Frozen foods,Meals,Microwave meals,Meals with fish,Frozen ready-made meals,fr:Brandade de morue,fr:Brandade de Morue parmentière,fr:Brandades"
16933,"Meals,Meals with meat,Microwave meals,Pots,Poultry meals,Pasta in a box,Meals with chicken"
16934,Breakfast-granola
16935,"Groceries,Sauces,Mayonnaises,Sunflower oil mayonnaises,ru:Майонез-высококалорийный-провансаль-гост-31761-2012-тр-тс-024-2011-технический-регламент-на-масложировую-продукцию"
16936,fr:Mais-pour-popcorn
16937,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits,Dried papayas"
16938,"Groceries,Condiments,Sauces,Mustards"
16939,"fr:Aides-a-la-patisserie,fr:Decors-pour-gateaux"
16940,"Plant-based foods and beverages,Plant-based foods,Spreads,Plant-based spreads,Plant-based pâtés,es:Bruschetta,es:Bruschetta-de-alcachofas,es:Pates-vegetales-de-alcachofa"
16941,"Meats,Prepared meats,Meals,Meals with meat,Poultry meals,fr:Charcuteries diverses,Duck dishes,fr:Grattons"
16942,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Multifruit juices,Squeezed juices,Squeezed multifruit juices,Non-Alcoholic beverages"
16943,"Pies,Sweet pies,Raspberry pies"
16944,"Fresh foods,Dairies,Salty snacks,Appetizers,Cheeses,Cow Cheeses,French cheeses,Industrial cheese,Processed cheese"
16945,"Spreads,Breakfasts,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,Honeys from France,fr:Miels de tilleul,fr:Miels-de-picardie"
16946,"Poissons,Poissons-fumes,Produits-de-la-mer,Saumons,Saumons-fumes"
16947,"Beverages,Hot beverages,Coffees,Instant hot beverages,Instant coffees,Sugared beverages,fr:Boissons-instantanees"
16948,"Beverages,Alcoholic beverages,Artisan products,Beers,Artisanal spirits,Craft beers,French beers,Lagers,Organic beers,fr:Bieres-au-miel"
16949,"nl:Laits,nl:Laits-demi-ecremes,nl:Produits-laitiers"
16950,"Plant-based foods and beverages,Plant-based foods,Pickles,Olive tree products,Plant-based pickles,Olives,fr:Olives-de-nice"
16951,fr:Tablette-de-chocolat
16952,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Desserts,Fruits based foods,Compotes,Apple compotes,Light compotes,Strawberry applesauces,fr:Compotes pommes abricot,fr:Compotes pommes banane"
16953,Berries-preserve
16954,"Dairies,Labeled products,Cheeses,Cooked pressed cheeses,Cow Cheeses,French cheeses,AOC Products,Unpasteurised cheeses,fr:Fromages labéllisés,AOC cheeses,fr:Comté"
16955,"nl:Broodbeleggen,nl:Broodstrooisels,nl:Chocoladehagels"
16956,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Puffed grains,Puffed cereals,Puffed rice"
16957,"Meats,Beef,fr:Bavettes"
16958,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Desserts,Fruits based foods,Baby foods,Compotes"
16959,"Meats,Prepared meats,fr:Miches-au-poivre"
16960,"Sugary snacks,Biscuits and cakes,Desserts,Cakes,fr:Muffins,Chocolate cakes,fr:Muffins au chocolat"
16961,"Beverages,Alcoholic beverages,Wines,Wines from Hungary,hu:Villány"
16962,"Dairies,Desserts,fr:Yaourts-au-lait-entier-pruneaux"
16963,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Desserts,Fruits based foods,Baby foods,Compotes,Snacks and desserts for babies,fr:Compotes à boire,fr:Compotes de poire,fr:Compotes pour bébé"
16964,"Beverages,Dairies,Fermented foods,Dairy drinks,Fermented milk products,Fermented milk drinks,Kefir,Kefir 3.2 %,Non-sugared beverages,ru:Кефир-на-кефирных-грибках-3-2-гост-31454-2012"
16965,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Meals,Soups,Refrigerated foods,Vegetable soups,Cold soups,Refrigerated meals,Refrigerated soups,Refrigerated vegetable soups,Salmorejo"
16966,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Toasts,fr:Petits-pains-grilles-multi-cereales-bio"
16967,"Meats,Prepared meats,fr:Saucissons,fr:Saucissons secs,fr:Saucissons secs pur porc,fr:Mini-saucissons-secs,fr:Saucissons-secs-aux-noix"
16968,"Food additives,Flavors,fr:Aromate"
16969,"Beverages,Non-sugared beverages,Boissons"
16970,"Canned foods,Meals,Meals with meat,Beef dishes,Canned meals,fr:Langue de boeuf,fr:Langue de boeuf sauce piquante"
16971,"Plant-based foods and beverages,Beverages,Groceries,Condiments,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Concentrated fruit juices,Non-Alcoholic beverages"
16972,Cikolata
16973,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Concentrated fruit juices,Jus-de-canneberge,Non-Alcoholic beverages"
16974,"Sugary snacks,Biscuits and cakes,Desserts,Cakes,Cheesecakes,Caramel cheesecakes"
16975,"Desserts,Frozen foods,Pies,Sweet pies,Apple pies,French pies,fr:Gâteaux et pâtisseries surgelés,fr:Tartes Tatin"
16976,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,ru:Сдобы"
16977,"Beverages,Alcoholic beverages,Wines,Sparkling wines,Champagne,fr:Champagne-rose,fr:Champagne-rose-brut"
16978,"Sugary snacks,Confectioneries,Candies,ru:Конфеты-со-вкусом-шоколада"
16979,"Beverages,Waters,Mineral waters,Natural mineral waters,Non-sugared beverages,fr:Eaux-mineraux"
16980,fr:Choux-chinois
16981,"Beverages,Alcoholic beverages,Beers,Beers with fruits,Cherry beers,Flavored beers"
16982,"Sugary snacks,Confectioneries,Candies,Bonbons,fr:Gaufrettes-au-chocolat"
16983,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Fresh plant-based foods,Vegetables based foods,Fresh vegetables,Radishes,Red radishes"
16984,"es:Patatas-fritas,es:Snacks"
16985,Edulcorant-avec-fruit-des-moines
16986,it:Fusilli-bucati
16987,"Dairies,Yogurts,Fruit yogurts,Peach yogurts"
16988,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,fr:Cereales-fourrees"
16989,fr:Galette-de-boeuf
16990,"Beverages,Alcoholic beverages,Wines,French wines,Rosé wines,fr:Sable de Camargue,fr:Vin-rose-gris-bio"
16991,"Plant-based foods and beverages,Plant-based foods,Canned foods,Legumes and their products,Canned plant-based foods,Legumes,Seeds,Legume seeds,Pulses,Canned legumes,Lentils,Canned lentils"
16992,"Beverages,Carbonated drinks,Waters,Carbonated waters,Sugared beverages"
